Application ID,Submission ID,Applicant Role,"Association, Cooperative, or Owner",Address Number,Street Direction,Street Name,Street Type,Number of Units,PIN,Vote Date,Recorded Date,Signed Date,Latitude,Longitude,Location
371,PB2016A00371,Registered Agent,Lincoln Park Place Condominium Assoc,2407,N,Orchard,ST,12,14-28-315-048-1001-1012,,,08/18/2016,41.925734696,-87.646195688,"(41.92573469562984, -87.64619568810816)"
613,PB2016A00613,Authorized Agent,Chelsea Townhomes,1117 #18,W,Monroe,ST,1,17-17-210-079-0000,,,09/22/2016,41.880247094,-87.655383997,"(41.880247094162456, -87.6553839968631)"
3014,PB2019A03014,Attorney,Belden Place Condo Association,2305-2311,N,Kimball,AVE,21,13-35-206-036-1001 to 13-35-206-036-1014,,11/26/2019,11/26/2019,41.923000798,-87.711908604,"(41.92300079813724, -87.71190860398615)"
965,PB2017A00965,Registered Agent,707 W Junior Terrace Condo,707,W,Junior,TER,15,14-16-301-040-0000,08/09/2016,,08/10/2016,41.960880723,-87.647817476,"(41.960880722763825, -87.64781747586154)"
2207,PB2018A02207,Property Manager,,1355,W,Walton,ST,6,17-05-320-007-0000,,04/03/2018,04/03/2018,41.898781869,-87.661791937,"(41.89878186943865, -87.66179193704278)"
3193,PB2021A03193,Owner,,6401-6409,N,Sheridan,RD,127,11-32-405-028-0000,,11/03/2021,11/03/2021,41.998308806,-87.659696383,"(41.99830880638971, -87.65969638325635)"
1264,PB2017A01264,Registered Agent,,6526-6540,N,Lakewood,AVE,68,11-32-320-007-0000,,03/27/2017,03/27/2017,42.000976828,-87.663636354,"(42.00097682847057, -87.66363635427153)"
1702,PB2017A01702,Property Manager,,3604,W,George,ST,8,1326122072-1001,,08/11/2017,08/11/2017,41.933841685,-87.7174991,"(41.93384168464541, -87.71749910004934)"
2804,PB2019A02804,MANAGER,,6801,N,RIDGE,BLVD,25,11-31-223-007-0000,,10/02/2019,10/02/2019,42.00530312,-87.680059909,"(42.005303120054165, -87.68005990864383)"
1543,PB2017A01543,authorized agent,North Town Village Condo Assoc,719,W,Blackhawk,ST,145,17-04-113-100-1046,,08/10/2017,08/10/2017,41.907142273,-87.646886618,"(41.9071422726232, -87.64688661808151)"
510,PB2016A00510,Authorized Agent,Grand Orleans Condominium Assoc,330,W,Grand,AVE,98,17-09-236-026-1001-1251,,08/30/2016,08/31/2016,41.891658154,-87.636879185,"(41.8916581540102, -87.63687918536839)"
3004,PB2019A03004,Manager,The Mews on Dorchester,5648-5656,S,Dorchester,AVE,24,20-14-209-031-1001 to 1025,11/13/2019,11/19/2019,11/19/2019,41.791871311,-87.591751599,"(41.79187131113578, -87.59175159930058)"
885,PB2017A00885,Authorized Agent,Film Exchange Lofts CA,1307,S,Wabash,AVE,75,17-22-104-032-1001-1134,,,08/08/2016,41.865517449,-87.625648058,"(41.86551744937986, -87.62564805803324)"
1206,PB2017A01206,Property Manager,,421-431,W,Barry,AVE,110,14-28-109-034-0000,,03/03/2017,03/03/2017,41.937613396,-87.640334903,"(41.93761339596611, -87.64033490312619)"
1370,PB2017A01370,president,640 West Schubert Street Condominium Association,640-642,W,Schubert,AVE,6,14-28-301-024-1001 to 1006,10/19/2016,06/08/2017,06/08/2017,41.93171547,-87.646148662,"(41.9317154702759, -87.64614866194653)"
2321,PB2018A02321,property manager,Imperial Towers Condo Association,4250,N,Marine,DR,862,14-16-301-041-1001-1862,08/17/2016,05/18/2018,05/18/2018,41.960019954,-87.646906028,"(41.96001995401928, -87.64690602761853)"
2142,PB2018A02142,Property Manager,,2300,W,Wabansia,AVE,113,14-31-319-029-1001,,02/15/2018,02/15/2018,41.912717896,-87.684910461,"(41.91271789638807, -87.6849104607153)"
498,PB2016A00498,Authorized Agent,Americana Towers Condominium Assoc,1636,N,Wells,ST,420,14-33-422-068-1001-1419,,,08/04/2016,41.912254431,-87.634891135,"(41.91225443136261, -87.63489113535499)"
283,PB2016A00283,Property Manager,6137-41 W. 64th Place Condominium Assoc,6137-6141,W,64th,PL,18,19-20-114-004-0000,,,08/03/2016,41.774951531,-87.775312637,"(41.77495153102415, -87.77531263665841)"
2373,PB2018A02373,Property Manager,475 West 24th Street Condominium Association,475,W,24th,ST,36,17-28-115-046-1001  --  17-28-115-046-1075,07/19/2018,10/01/2018,10/01/2018,41.848942139,-87.63977228,"(41.84894213935867, -87.63977228005614)"
3178,PB2021A03178,Owner,,6723-6725,N,Sheridan,RD,65,11-32-401-001-0000,,11/03/2021,11/03/2021,42.004218443,-87.660690677,"(42.0042184431222, -87.66069067740143)"
95,PB2016A00095,Authorized Agent,Edgebrook Pointe Condo Assoc,6419-6425,W,Touhy,AVE,24,10-31-208-047-1001-1058,,,07/29/2016,42.011887733,-87.787507312,"(42.01188773269665, -87.78750731177352)"
1463,PB2017A01463,PROPERTY MANAGER,,3255-3257,N,SHEFFIELD,AVE,14,14-20-425-001-0000,,07/20/2017,07/20/2017,41.941539227,-87.654009172,"(41.941539227052985, -87.65400917244821)"
2310,PB2018A02310,Owner,,2732,W,Chicago,AVE,6,16-01-424-041-0000,,04/25/2018,04/25/2018,41.895768104,-87.695407518,"(41.89576810421064, -87.69540751762449)"
2982,PB2019A02982,manager,,3025-3027,N,harlem,AVE,9,: 13-30-109-054-0000,,10/30/2019,10/30/2019,41.935179819,-87.806501234,"(41.93517981948446, -87.8065012343954)"
941,PB2017A00941,Owner,Lawndale Apartments,3254,W,Douglas,BLVD,,16-23-213-027-0000,,,08/29/2016,41.863047562,-87.707727954,"(41.86304756191191, -87.70772795372386)"
1688,PB2017A01688,AUTHORIZED AGENT,WOODLANDS OF BRONZEVILLE CONDOMINIUM ASSOCIATION,626,E,WOODLAND PARK,,240,17-34-219-150-0000,,08/11/2017,08/11/2017,41.832605376,-87.610284249,"(41.83260537589486, -87.61028424854918)"
2397,PB2018A02397,Chief Financial Officer,,1053-1057,W,Belmont,AVE,24,14-29-202-039-0000,,10/12/2018,10/12/2018,41.939768387,-87.656220725,"(41.939768387153045, -87.6562207246118)"
3179,PB2021A03179,Owner,,4805-4811,N,Wolcott,AVE,45,14-07-418-008-0000,,11/03/2021,11/03/2021,41.969001409,-87.676065573,"(41.969001409303374, -87.67606557254454)"
48,PB2016A00048,Authorized Agent,680 N Lake Shore Drive  South Residence,680,N,Lake Shore,DR,120,17-10-202-062-1001,,,07/27/2016,41.89479837,-87.615866646,"(41.894798370283404, -87.61586664567874)"
2961,PB2019A02961,property manager,,1716,N,North Park,AVE,4,14-33-416-008-0000,,10/29/2019,10/29/2019,41.913374666,-87.636882069,"(41.91337466612813, -87.63688206854015)"
659,PB2016A00659,Authorized Agent,Chelsea Townhomes,115,S,Racine,AVE,1,17-17-210-033-0000,,,09/22/2016,41.879846537,-87.656937943,"(41.87984653673192, -87.65693794251483)"
1109,PB2017A01109,President,3107-3111 N. Sheffield Condo Association,3107-3111,N,Sheffield,AVE,9,14-29-206-071-1001-to-1009,,02/15/2017,02/15/2017,41.93831323,-87.653904485,"(41.938313230022146, -87.65390448525595)"
1082,PB2017A01082,Registered Agent,,1006,W,Ainslie,ST,119,"14-08-411-018-0000, 14-08-411-020-0000",,02/03/2017,02/03/2017,41.971684936,-87.655209328,"(41.97168493615856, -87.6552093275922)"
1145,PB2017A01145,property manager,Victorian Landmark Condo Assoc,2348-2354,N,Cleveland,AVE,32,14-33-104-087-1001-1032,07/11/2016,02/23/2017,02/23/2017,41.925192718,-87.641614342,"(41.92519271750332, -87.64161434188412)"
975,PB2017A00975,Authorized Agent,734 West Belden Condo Assoc,734,W,Belden,AVE,3,14-33-100-041-1001-1003,01/12/2017,,01/13/2017,41.923754157,-87.647703686,"(41.92375415745311, -87.64770368601008)"
47,PB2016A00047,Authorized Agent,200 E Delaware Condiminium Assoc,200,E,Delaware,PL,179,17-03-214-014-1001-1191,,07/25/2016,07/26/2016,41.899354739,-87.621791302,"(41.89935473944382, -87.621791301926)"
1570,PB2017A01570,PRESIDENT,GARIBALDI SQUARE HOMEOWNER'S ASSOCIATION,600-620,S,LAFLIN,ST,999,17173000740000,12/08/2016,08/10/2017,08/10/2017,41.873968079,-87.6643668,"(41.87396807949028, -87.66436679971144)"
1641,PB2017A01641,Agent,Daily News Townhome Assoc.,22,S,Racine,AVE,525,1-17-113-055-000,,08/11/2017,08/11/2017,41.880921424,-87.65726581,"(41.88092142364633, -87.65726581033739)"
2463,PB2019A02463,authorized agent,Old Town Village West Condo Association,635-671,W,Division,ST,126,17-04-302-055-1001-1126,,01/25/2019,01/25/2019,41.903584287,-87.644558264,"(41.90358428706926, -87.64455826418002)"
1153,PB2017A01153,"managing agent, TCC Realty LLC",,3600-3610,N,Fremont,ST,15,14-20-229-037-0000,,02/23/2017,02/23/2017,41.947368882,-87.652055959,"(41.94736888247205, -87.65205595911054)"
1875,PB2017A01875,authorized agent,,1353,S,Clark,ST,1,17-21-211-184-0000,,09/11/2017,09/11/2017,41.864304183,-87.630173649,"(41.86430418329885, -87.6301736485996)"
1559,PB2017A01559,PROPERTY MANAGER,KINZIE PARK TOWNHOME ASSOCIATION,426-484,N,CANAL,ST,82,17091120930000,08/09/2016,08/10/2017,08/10/2017,41.889670871,-87.640839458,"(41.889670871389356, -87.6408394584985)"
3190,PB2021A03190,Owner,,910-918,W,Dakin,ST,62,14-20-202-017-0000,,11/03/2021,11/03/2021,41.953721289,-87.652564566,"(41.95372128897751, -87.65256456637684)"
547,PB2016A00547,Authorized Agent,"RTS Properties LLC, 4102-08 W Dickens Series",4102-4108,W,Dickens,AVE,8,13-34-222-041-0000,,,08/31/2016,41.919074747,-87.729202083,"(41.91907474698714, -87.7292020831997)"
878,PB2017A00878,Registered Agent,South Commons Phase 1 Condo Assoc,3001,S,Michigan,AVE,679,17-27-310-093-1001-1679,07/25/2016,,07/28/2016,41.839544943,-87.623089699,"(41.839544942931575, -87.62308969921595)"
846,PB2017A00846,Owner,Northtown Village Phase II,1416,N,Burling,ST,,17-04-113-100-1002,,,08/29/2016,41.906836232,-87.647499633,"(41.906836232159016, -87.64749963263148)"
1312,PB2017A01312,property manager,Edge Lofts & Tower,210,S,Desplaines,ST,224,"17-16-109-027-0000, 17-16-109-027-0000, 17-16-109-027-0000",07/29/0016,04/05/2017,04/05/2017,41.878906106,-87.644176878,"(41.87890610615117, -87.64417687768443)"
918,PB2017A00918,Managing Agent,222 E Pearson Condo Assoc,222,E,Pearson,ST,219,17-03-228-016-0000,08/18/2016,,12/05/2016,41.897739439,-87.620895438,"(41.897739439040045, -87.62089543784585)"
589,PB2016A00589,Authorized Agent,River East Center Condominium Association,512,N,McClurg,CT,620,17-10-223-033-1001-1620,,,08/25/2016,41.891517895,-87.617830523,"(41.89151789453108, -87.61783052258244)"
890,PB2017A00890,Authorized Agent,West Haven Park Homes CA,2235,W,Maypole,AVE,,17-07-321-048-1035-1043,,,08/08/2016,41.883806779,-87.682694791,"(41.88380677942755, -87.68269479145911)"
2494,PB2019A02494,Lavinia Shimkus,,5014-5016,N,Harding,AVE,7,13-11-305-022-0000,,03/28/2019,03/28/2019,41.972341721,-87.727079048,"(41.972341720737205, -87.72707904758396)"
108,PB2016A00108,Authorized Agent,5901 N Artesian Condominium Assoc,5901-5909,N,Artesian,AVE,15,13-01-407-017-1001-1030,,,07/29/2016,41.988720274,-87.690682929,"(41.98872027387194, -87.69068292883043)"
206,PB2016A00206,Authorized Agent,Wrigleyview Village Condominium Assoc,861-883,W,Cornelia,AVE,38,14-20-410-057-1001,,,08/01/2016,41.94532416,-87.651898975,"(41.9453241602179, -87.6518989751639)"
312,PB2016A00312,Property Manager,Moser Condominium Assoc,621,S,Plymouth,CT,90,17-16-408-035-1001-1090,,,08/03/2016,41.873954646,-87.628536067,"(41.873954646375154, -87.62853606747937)"
1940,PB2017A01940,authorized agent,Block Y Condo association,1330,W,Monroe,ST,179,17-17-104-041-1001,05/09/2000,09/14/2017,09/14/2017,41.880378894,-87.660785019,"(41.88037889353544, -87.66078501854506)"
680,PB2016A00680,Board President,4240 N Clarendon Condo Assoc,4240,N,Clarendon,AVE,100,14-17-410-028-1001-1100,,,09/13/2016,41.959690969,-87.649998768,"(41.95969096884814, -87.64999876769507)"
1266,PB2017A01266,Registered Agent,,6653-6655,N,Ashland,AVE,16,11-32-308-001-0000,,03/27/2017,03/27/2017,42.003330387,-87.670389426,"(42.00333038737267, -87.67038942604665)"
1717,PB2017A01717,Attorney,Columbia Place Townhomes Condiminium Association,1708-1724,W,Surf,ST,64,14302232761064,,08/11/2017,08/11/2017,41.93404935,-87.671671001,"(41.934049349860736, -87.6716710014776)"
590,PB2016A00590,Authorized Agent,100 E Walton Condominium Assoc,100,E,Walton,ST,249,17-03-207-061-1001-1236,,,09/30/2016,41.900096625,-87.625359341,"(41.90009662517738, -87.62535934070077)"
2064,PB2017A02064,"Lakeview Associates, Inc. (property manager)",,2348-2362,N,Cambridge,AVE,98,14-33-104-013-0000,,11/21/2017,11/21/2017,41.924367978,-87.642854532,"(41.92436797818895, -87.6428545322367)"
1536,PB2017A01536,PROPERTY MANAGER,KINZIE PARK TOWNHOME ASSOCIATION,401-485,N,CLINTON,ST,82,17091120920000,08/09/2016,08/10/2017,08/10/2017,41.889568188,-87.640683051,"(41.88956818840165, -87.64068305138971)"
2346,PB2018A02346,property manager,Townhomes of Vernon Park Place,1033,W,Vernon Park,PL,49,17-17-412-044-1001-1049,,07/30/2018,07/30/2018,41.872932335,-87.652500062,"(41.872932335033724, -87.65250006243717)"
403,PB2016A00403,Authorized Agent,Hemingway House Condominium Assoc,1850,N,Clark,ST,280,14-33-409-024-1001-1285,,,08/23/2016,41.916251077,-87.634906365,"(41.91625107672272, -87.63490636466977)"
1473,PB2017A01473,authorized agent,Drexel Parl Lofts,4537,S,Drexel,BLVD,59,20-02-312-054-1001-1120,,07/21/2017,07/21/2017,41.812099778,-87.603802991,"(41.81209977833385, -87.60380299079824)"
1945,PB2017A01945,Registered Agent,,549,W,Aldine,AVE,53,1421312003,,09/18/2017,09/18/2017,41.94213354,-87.643910724,"(41.942133540258354, -87.64391072381159)"
370,PB2016A00370,Authorized Agent,Brompton Pine Grove Condominium Assoc,3511,N,Pine Grove,AVE,3,14-21-112-011-1014-1016,,,08/17/2016,41.946470839,-87.644499848,"(41.946470838790795, -87.64449984780552)"
1177,PB2017A01177,Vice President,,350,W,Oakdale,AVE,148,"14-28-203-004-0000, 14-28-203-005-0000",,03/03/2017,03/03/2017,41.935699688,-87.639027626,"(41.935699687836035, -87.63902762564823)"
2185,PB2018A02185,Owner,,3330,N,Lake Shore,DR,60,14-21-310-018-0000,,03/22/2018,03/22/2018,41.943160793,-87.640556816,"(41.94316079265045, -87.64055681622992)"
822,PB2017A00822,Owner,Northtown Village Phase II,710,W,Eastman,ST,,17-04-113-100-1053,,,08/29/2016,41.906872995,-87.646599254,"(41.906872995136645, -87.6465992539031)"
788,PB2016A00788,Authorized Agent,Oz Park Gardens Condo Assoc,2140,N,Lincoln,AVE,24,14-33-121-080-1001-1024,08/03/2016,,10/25/2016,41.92096209,-87.642706396,"(41.920962090129834, -87.64270639563092)"
1332,PB2017A01332,President,Arcadia Place Townhomes,16-26,S,Aberdeen,ST,34,17-17-201-012-0000 thru 17-17-201-045-0000,01/13/0017,04/28/2017,04/28/2017,41.881169656,-87.654832786,"(41.88116965631025, -87.65483278617715)"
3152,PB2021A03152,Evergreen HOA Treasurer,Evergreen Condo Association,1342,N,North Park,AVE,12,17-04-212-040,,06/25/2021,06/25/2021,41.906898016,-87.636682565,"(41.90689801555226, -87.63668256514023)"
1581,PB2017A01581,authorized agent,North Town Village Condo Assoc,1333,N,Halsted,ST,145,"17-04-113-100-1132-1137, 1148-1149",,08/10/2017,08/10/2017,41.906042385,-87.647997894,"(41.906042385411844, -87.6479978936617)"
327,PB2016A00327,Property Manager,Cornell Commons Condominium Assoc,5462-5470,S,Cornell,AVE,19,20-12-110-036-1001-1033,,,08/03/2016,41.796268147,-87.585582938,"(41.79626814652137, -87.5855829382365)"
1476,PB2017A01476,Property Manager,,3335,W,Dickens,AVE,6,13-35-233-001-0000,,07/24/2017,07/24/2017,41.91905911,-87.711766748,"(41.919059110354034, -87.71176674828556)"
755,PB2016A00755,Authorized Agent,AMLI Residential,71,W,Hubbard,ST,409,17-09-261-028-0000 & 17-09-261-029-0000,,,10/19/2016,41.8899146,-87.63082841,"(41.88991459992795, -87.63082841016218)"
2172,PB2018A02172,Property Manager,,1330,E,53RD,ST,267,20-11-408-061,,03/12/2018,03/12/2018,41.799597869,-87.593761037,"(41.79959786938958, -87.59376103688076)"
789,PB2016A00789,Authorized Agent,Oz Park Gardens Condo Assoc,2045,N,Larrabee,ST,24,14-33-121-080-1049-1072,08/03/2016,,10/25/2015,41.919588571,-87.643564983,"(41.919588570830975, -87.64356498270541)"
2559,PB2019A02559,Registered Agent,Chicago Homes of Dearborn Park,1206-1250,S,state,ST,18,17-21-214-081-0000 - 17-21-214-063-0000,,08/07/2019,08/07/2019,41.867174909,-87.627566942,"(41.86717490858791, -87.62756694175833)"
2388,PB2018A02388,Chief Financial Officer,,3900,N,Damen,AVE,34,14-19-107-024-0000,,10/10/2018,10/10/2018,41.952420456,-87.678853061,"(41.95242045582469, -87.67885306112908)"
290,PB2016A00290,Property Manager,7441 N Ridge LLC,7441,N,Ridge,BLVD,16,11-30-311-020-0000,,,08/03/2016,42.01705074,-87.684212719,"(42.01705074039091, -87.68421271866026)"
1297,PB2017A01297,President,Landmark Village Homeowner Association,1840,W,Diversey,PKWY,198,14-30-222-173-1049-1058,,03/28/2017,03/28/2017,41.932431354,-87.675186034,"(41.93243135431151, -87.67518603422607)"
2632,PB2019A02632,Manager,,4833,N,Hoyne,AVE,13,14-07-324-008-0000,,10/01/2019,10/01/2019,41.969716123,-87.681496922,"(41.969716123171544, -87.68149692153015)"
2180,PB2018A02180,Property Manager,Midway Court Condo Assoc,6447-6451,S,Narragansett,AVE,12,19-20-112-025-0000,03/13/2018,03/22/2018,03/22/2018,41.774451138,-87.780988948,"(41.77445113820187, -87.7809889480977)"
1379,PB2017A01379,attorney,Columbia Place Townhomes Condo Assoc,1701-1733,W,George,ST,64,14-30-223-276-1001-1064,,06/19/2017,06/19/2017,41.934634223,-87.670974204,"(41.93463422259704, -87.67097420417105)"
1055,PB2017A01055,authorized agent,Park Condo Assoc,4572,N,Milwaukee,AVE,45,13-16-117-045-1001-1045,,02/02/2017,02/02/2017,41.964154277,-87.757704264,"(41.964154277392986, -87.75770426421005)"
1377,PB2017A01377,Property Manager,,801-809,N,Wabash,AVE,37,17-03-230-008-0000,,06/19/2017,06/19/2017,41.89673842,-87.626703303,"(41.89673841967635, -87.62670330283535)"
2649,PB2019A02649,Manager,,3508,W,Fullerton,AVE,3,13-26-424-037-0000,,10/01/2019,10/01/2019,41.924737924,-87.71496951,"(41.92473792376641, -87.71496951040898)"
2654,PB2019A02654,Manager,,4816,N,Springfield,AVE,8,13-11-322-020-0000,,10/01/2019,10/01/2019,41.968818838,-87.725765671,"(41.968818837680104, -87.72576567066508)"
697,PB2016A00697,Registered Agent,Fullerton I LLC,742,W,Fullerton,AVE,9,14-28-311-082-0000,10/05/2016,,10/06/2016,41.925573458,-87.648026369,"(41.92557345837945, -87.6480263687151)"
1142,PB2017A01142,President,The Robey Condo Assoc,4434-4444,N,Damen,AVE,52,14-18-134-033-1001-1052,,02/23/2017,02/23/2017,41.962504569,-87.679152923,"(41.96250456940412, -87.67915292325978)"
63,PB2016A00063,Authorized Agent,4444 W Belmont Condos,444,W,Belmont,AVE,13,14-21-314-058-1001-1016,,10/16/1998,07/22/2016,41.94019896,-87.641493627,"(41.94019895970262, -87.64149362654192)"
724,PB2016A00724,Registered Agent,Elm II LLC,18,E,Elm,ST,147,17-03-200-035-0000,10/05/2016,,10/06/2016,41.903305811,-87.627858233,"(41.90330581094846, -87.62785823297757)"
454,PB2016A00454,Authorized Agent,Grace Court Condominium Assoc,1133-1157,W,Grace,ST,56,14-20-215-046-1001-1056,,,08/08/2016,41.950953118,-87.658186368,"(41.950953118194946, -87.65818636846771)"
2539,PB2019A02539,Manager,,1048,W,Dickens,AVE,24,14-32-215-025-0000,,07/01/2019,07/01/2019,41.920003402,-87.655378056,"(41.92000340176244, -87.65537805636545)"
3345,PB2023A03345,Registered Agent,Dayton Diversey Condominium Association,2751,N,Dayton,ST,3,1429407090109,11/23/0023,11/22/2023,11/22/2023,41.932381951,-87.650061705,"(41.932381950783295, -87.65006170491708)"
2117,PB2018A02117,Registered Agent,California/Ainslie Condominium Association,2809-2811,W,Ainslie,ST,6,"13-12-320-026-1002-3,-1006-7,-1010-11",,01/20/2018,01/20/2018,41.970612323,-87.699137154,"(41.97061232335993, -87.69913715406041)"
2576,PB2019A02576,property manager,4720-26 South Greenwood Condominium Association,4720-4726,S,Greenwood,AVE,21,20-11-103-031-1000,09/21/2001,09/18/2019,09/18/2019,41.808958836,-87.599400364,"(41.808958836013815, -87.59940036433156)"
3049,PB2020A03049,Property Manager,1212 Lake Shore Drive Condominium Association,1212,N,Lake Shore,DR,179,17-03-114-003-1001 - 17-03-114-003-1180,01/21/2020,01/27/2020,01/27/2020,41.904390107,-87.625202079,"(41.90439010694831, -87.62520207943572)"
278,PB2016A00278,Authorized Agent,1660 Condominium Assoc,1660,N,La Salle,DR,491,14-33-423-048-1002-1493,,,08/10/2016,41.912864421,-87.633292652,"(41.912864420684244, -87.63329265238048)"
1801,PB2017A01801,Owner,,4430-4444,W,Wellington,AVE,10,13-27-113-038-0000,,08/24/2017,08/24/2017,41.935404469,-87.738210155,"(41.93540446903682, -87.73821015505482)"
3057,PB2020A03057,Christopher White,Malden Court of Sheridan Park,4751-4753,N,Malden,ST,6,14-17-104-002-0000,10/03/2019,02/19/2020,02/19/2020,41.968672872,-87.662733875,"(41.968672871557956, -87.66273387450082)"
1664,PB2017A01664,Agent,1808 W. Patterson,1808,W,Patterson,AVE,6,14-19-226-016-0000,,08/11/2017,08/11/2017,41.948009569,-87.674909037,"(41.948009569424606, -87.67490903698011)"
2646,PB2019A02646,Manager,,3301,W,Belden,AVE,12,13-35-215-033-0000,,10/01/2019,10/01/2019,41.922742047,-87.710499936,"(41.922742046728885, -87.71049993593357)"
